flightcompany,flighttype,flightclass,flightnumber,direction
CZ                  ,332                 ,E                   ,CZ6903              ,arrive
CZ                  ,332                 ,E                   ,CZ6904              ,depart
CZ                  ,332                 ,E                   ,CZ6909              ,arrive
CZ                  ,332                 ,E                   ,CZ6910              ,depart
CZ                  ,332                 ,E                   ,CZ6921              ,depart
CZ                  ,332                 ,E                   ,CZ6922              ,arrive
CZ                  ,332                 ,E                   ,CZ6991              ,depart
CZ                  ,332                 ,E                   ,CZ6992              ,arrive
CZ                  ,332                 ,E                   ,CZ8245              ,depart
CZ                  ,332                 ,E                   ,CZ8681              ,depart
CZ                  ,332                 ,E                   ,CZ8683              ,arrive
CZ                  ,332                 ,E                   ,CZ8683              ,depart
CZ                  ,333                 ,E                   ,CZ3000              ,depart
CZ                  ,333                 ,E                   ,CZ3100              ,depart
CZ                  ,333                 ,E                   ,CZ3101              ,arrive
CZ                  ,333                 ,E                   ,CZ3102              ,depart
CZ                  ,333                 ,E                   ,CZ3103              ,arrive
CZ                  ,333                 ,E                   ,CZ3105              ,arrive
CZ                  ,333                 ,E                   ,CZ3106              ,depart
CZ                  ,333                 ,E                   ,CZ3107              ,arrive
CZ                  ,333                 ,E                   ,CZ3108              ,depart
CZ                  ,333                 ,E                   ,CZ3109              ,arrive
CZ                  ,333                 ,E                   ,CZ3110              ,depart
CZ                  ,333                 ,E                   ,CZ3111              ,arrive
CZ                  ,333                 ,E                   ,CZ3112              ,depart
CZ                  ,333                 ,E                   ,CZ3113              ,arrive
CZ                  ,333                 ,E                   ,CZ3114              ,depart
CZ                  ,333                 ,E                   ,CZ3115              ,arrive
CZ                  ,333                 ,E                   ,CZ3116              ,depart
CZ                  ,333                 ,E                   ,CZ3121              ,arrive
CZ                  ,333                 ,E                   ,CZ3122              ,depart
CZ                  ,333                 ,E                   ,CZ3151              ,arrive
CZ                  ,333                 ,E                   ,CZ3152              ,depart
CZ                  ,333                 ,E                   ,CZ3153              ,arrive
CZ                  ,333                 ,E                   ,CZ3154              ,depart
CZ                  ,333                 ,E                   ,CZ3157              ,arrive
CZ                  ,333                 ,E                   ,CZ3158              ,depart
CZ                  ,333                 ,E                   ,CZ3159              ,arrive
CZ                  ,333                 ,E                   ,CZ3160              ,depart
CZ                  ,333                 ,E                   ,CZ3161              ,arrive
CZ                  ,333                 ,E                   ,CZ3162              ,depart
CZ                  ,333                 ,E                   ,CZ3165              ,arrive
CZ                  ,333                 ,E                   ,CZ3166              ,depart
CZ                  ,333                 ,E                   ,CZ3171              ,arrive
CZ                  ,333                 ,E                   ,CZ3172              ,depart
CZ                  ,333                 ,E                   ,CZ3173              ,depart
CZ                  ,333                 ,E                   ,CZ3174              ,arrive
CZ                  ,333                 ,E                   ,CZ3183              ,depart
CZ                  ,333                 ,E                   ,CZ3184              ,arrive
CZ                  ,333                 ,E                   ,CZ3189              ,arrive
CZ                  ,333                 ,E                   ,CZ3190              ,depart
CZ                  ,333                 ,E                   ,CZ3191              ,arrive
CZ                  ,333                 ,E                   ,CZ3192              ,depart
CZ                  ,333                 ,E                   ,CZ3193              ,arrive
CZ                  ,333                 ,E                   ,CZ3194              ,depart
CZ                  ,333                 ,E                   ,CZ3259              ,depart
CZ                  ,333                 ,E                   ,CZ3260              ,arrive
CZ                  ,333                 ,E                   ,CZ330V              ,arrive
CZ                  ,333                 ,E                   ,CZ345               ,depart
CZ                  ,333                 ,E                   ,CZ346               ,arrive
CZ                  ,333                 ,E                   ,CZ3731              ,arrive
CZ                  ,333                 ,E                   ,CZ3732              ,depart
CZ                  ,333                 ,E                   ,CZ3733              ,arrive
CZ                  ,333                 ,E                   ,CZ3734              ,depart
CZ                  ,333                 ,E                   ,CZ3735              ,arrive
CZ                  ,333                 ,E                   ,CZ3739              ,arrive
CZ                  ,333                 ,E                   ,CZ3740              ,depart
CZ                  ,333                 ,E                   ,CZ3901              ,depart
CZ                  ,333                 ,E                   ,CZ3902              ,arrive
CZ                  ,333                 ,E                   ,CZ3903              ,depart
CZ                  ,333                 ,E                   ,CZ3904              ,arrive
CZ                  ,333                 ,E                   ,CZ3907              ,depart
CZ                  ,333                 ,E                   ,CZ3908              ,arrive
CZ                  ,333                 ,E                   ,CZ3951              ,depart
CZ                  ,333                 ,E                   ,CZ3952              ,arrive
CZ                  ,333                 ,E                   ,CZ3961              ,depart
CZ                  ,333                 ,E                   ,CZ3962              ,arrive
CZ                  ,333                 ,E                   ,CZ3997              ,depart
CZ                  ,333                 ,E                   ,CZ3998              ,arrive
CZ                  ,333                 ,E                   ,CZ3999              ,arrive
CZ                  ,333                 ,E                   ,CZ6101              ,arrive
CZ                  ,333                 ,E                   ,CZ6110              ,depart
CZ                  ,333                 ,E                   ,CZ6111              ,depart
CZ                  ,333                 ,E                   ,CZ6112              ,arrive
CZ                  ,333                 ,E                   ,CZ6119              ,depart
CZ                  ,333                 ,E                   ,CZ6120              ,arrive
CZ                  ,333                 ,E                   ,CZ6124              ,arrive
CZ                  ,333                 ,E                   ,CZ6135              ,depart
CZ                  ,333                 ,E                   ,CZ6136              ,arrive
CZ                  ,333                 ,E                   ,CZ6144              ,depart
CZ                  ,333                 ,E                   ,CZ6149              ,arrive
CZ                  ,333                 ,E                   ,CZ6150              ,depart
CZ                  ,333                 ,E                   ,CZ6159              ,depart
CZ                  ,333                 ,E                   ,CZ6160              ,arrive
CZ                  ,333                 ,E                   ,CZ6161              ,depart
CZ                  ,333                 ,E                   ,CZ6162              ,arrive
CZ                  ,333                 ,E                   ,CZ6165              ,depart
CZ                  ,333                 ,E                   ,CZ6166              ,arrive
CZ                  ,333                 ,E                   ,CZ616Z              ,arrive
CZ                  ,333                 ,E                   ,CZ6183              ,depart
CZ                  ,333                 ,E                   ,CZ6184              ,arrive
CZ                  ,333                 ,E                   ,CZ6365              ,arrive
CZ                  ,333                 ,E                   ,CZ6366              ,depart
CZ                  ,333                 ,E                   ,CZ6711              ,arrive
CZ                  ,333                 ,E                   ,CZ6712              ,depart
CZ                  ,333                 ,E                   ,CZ6713              ,arrive
CZ                  ,333                 ,E                   ,CZ6714              ,depart
CZ                  ,333                 ,E                   ,CZ6715              ,arrive
CZ                  ,333                 ,E                   ,CZ6716              ,depart
CZ                  ,333                 ,E                   ,CZ6717              ,arrive
CZ                  ,333                 ,E                   ,CZ6718              ,depart
CZ                  ,333                 ,E                   ,CZ6901              ,arrive
CZ                  ,333                 ,E                   ,CZ6902              ,depart
CZ                  ,333                 ,E                   ,CZ6904              ,depart
CZ                  ,333                 ,E                   ,CZ6909              ,arrive
CZ                  ,333                 ,E                   ,CZ6910              ,depart
CZ                  ,333                 ,E                   ,CZ6921              ,depart
CZ                  ,333                 ,E                   ,CZ6922              ,arrive
CZ                  ,333                 ,E                   ,CZ6947              ,arrive
CZ                  ,333                 ,E                   ,CZ6948              ,depart
CZ                  ,333                 ,E                   ,CZ8245              ,depart
CZ                  ,333                 ,E                   ,CZ8681              ,arrive
CZ                  ,380                 ,F                   ,CZ3000              ,depart
CZ                  ,380                 ,F                   ,CZ3099              ,arrive
CZ                  ,380                 ,F                   ,CZ3104              ,depart
CZ                  ,380                 ,F                   ,CZ3122              ,depart
CZ                  ,380                 ,F                   ,CZ345               ,depart
CZ                  ,380                 ,F                   ,CZ346               ,arrive
CZ                  ,380                 ,F                   ,CZ3999              ,arrive
CZ                  ,380                 ,F                   ,CZ8753              ,depart
CZ                  ,380                 ,F                   ,CZ8754              ,arrive
CZ                  ,738                 ,C                   ,CZ3100              ,depart
CZ                  ,738                 ,C                   ,CZ3103              ,arrive
CZ                  ,738                 ,C                   ,CZ3105              ,arrive
CZ                  ,738                 ,C                   ,CZ3108              ,depart
CZ                  ,738                 ,C                   ,CZ3109              ,arrive
CZ                  ,738                 ,C                   ,CZ3117              ,arrive
CZ                  ,738                 ,C                   ,CZ3118              ,depart
CZ                  ,738                 ,C                   ,CZ3122              ,depart
CZ                  ,738                 ,C                   ,CZ3139              ,arrive
CZ                  ,738                 ,C                   ,CZ3140              ,depart
CZ                  ,738                 ,C                   ,CZ3165              ,arrive
CZ                  ,738                 ,C                   ,CZ3166              ,depart
CZ                  ,738                 ,C                   ,CZ3277              ,arrive
CZ                  ,738                 ,C                   ,CZ3278              ,depart
CZ                  ,738                 ,C                   ,CZ3281              ,arrive
CZ                  ,738                 ,C                   ,CZ3282              ,depart
CZ                  ,738                 ,C                   ,CZ3285              ,arrive
CZ                  ,738                 ,C                   ,CZ3286              ,depart
CZ                  ,738                 ,C                   ,CZ3287              ,arrive
CZ                  ,738                 ,C                   ,CZ3288              ,depart
CZ                  ,738                 ,C                   ,CZ3653              ,arrive
CZ                  ,738                 ,C                   ,CZ3654              ,depart
CZ                  ,738                 ,C                   ,CZ3681              ,arrive
CZ                  ,738                 ,C                   ,CZ3682              ,depart
CZ                  ,738                 ,C                   ,CZ3687              ,arrive
CZ                  ,738                 ,C                   ,CZ3688              ,depart
CZ                  ,738                 ,C                   ,CZ3725              ,arrive
CZ                  ,738                 ,C                   ,CZ3726              ,depart
CZ                  ,738                 ,C                   ,CZ3731              ,arrive
CZ                  ,738                 ,C                   ,CZ3732              ,depart
CZ                  ,738                 ,C                   ,CZ3733              ,arrive
CZ                  ,738                 ,C                   ,CZ3734              ,depart
CZ                  ,738                 ,C                   ,CZ3735              ,arrive
CZ                  ,738                 ,C                   ,CZ3736              ,depart
CZ                  ,738                 ,C                   ,CZ3739              ,arrive
CZ                  ,738                 ,C                   ,CZ3740              ,depart
CZ                  ,738                 ,C                   ,CZ3753              ,arrive
CZ                  ,738                 ,C                   ,CZ3754              ,depart
CZ                  ,738                 ,C                   ,CZ3861              ,arrive
CZ                  ,738                 ,C                   ,CZ3862              ,depart
CZ                  ,738                 ,C                   ,CZ386X              ,depart
CZ                  ,738                 ,C                   ,CZ6025              ,depart
CZ                  ,738                 ,C                   ,CZ6026              ,arrive
CZ                  ,738                 ,C                   ,CZ6039              ,depart
CZ                  ,738                 ,C                   ,CZ6040              ,arrive
CZ                  ,738                 ,C                   ,CZ6161              ,depart
CZ                  ,738                 ,C                   ,CZ6163              ,depart
CZ                  ,738                 ,C                   ,CZ6164              ,arrive
CZ                  ,738                 ,C                   ,CZ6185              ,arrive
CZ                  ,738                 ,C                   ,CZ6186              ,depart
CZ                  ,738                 ,C                   ,CZ6188              ,depart
CZ                  ,738                 ,C                   ,CZ6283              ,arrive
CZ                  ,738                 ,C                   ,CZ6284              ,depart
CZ                  ,738                 ,C                   ,CZ6365              ,arrive
CZ                  ,738                 ,C                   ,CZ6447              ,arrive
CZ                  ,738                 ,C                   ,CZ6448              ,depart
CZ                  ,738                 ,C                   ,CZ6571              ,arrive
CZ                  ,738                 ,C                   ,CZ6571A             ,arrive
CZ                  ,738                 ,C                   ,CZ6572              ,depart
CZ                  ,738                 ,C                   ,CZ6585              ,arrive
CZ                  ,738                 ,C                   ,CZ6586              ,depart
CZ                  ,738                 ,C                   ,CZ6605              ,arrive
CZ                  ,738                 ,C                   ,CZ6606              ,depart
CZ                  ,738                 ,C                   ,CZ6720              ,depart
CZ                  ,738                 ,C                   ,CZ6904              ,depart
CZ                  ,738                 ,C                   ,CZ6905              ,arrive
CZ                  ,738                 ,C                   ,CZ6906              ,depart
CZ                  ,738                 ,C                   ,CZ6907              ,arrive
CZ                  ,738                 ,C                   ,CZ6908              ,depart
CZ                  ,738                 ,C                   ,CZ6909              ,arrive
CZ                  ,738                 ,C                   ,CZ6912              ,depart
CZ                  ,738                 ,C                   ,CZ691X              ,depart
CZ                  ,738                 ,C                   ,CZ6992              ,arrive
CZ                  ,73G                 ,C                   ,CZ6585              ,arrive
CZ                  ,73G                 ,C                   ,CZ6586              ,depart
CZ                  ,73G                 ,C                   ,CZ6605              ,arrive
CZ                  ,73G                 ,C                   ,CZ6606              ,depart
CZ                  ,773                 ,E                   ,CZ3099              ,arrive
CZ                  ,773                 ,E                   ,CZ3100              ,depart
CZ                  ,773                 ,E                   ,CZ3101              ,arrive
CZ                  ,773                 ,E                   ,CZ3103              ,arrive
CZ                  ,773                 ,E                   ,CZ3104              ,depart
CZ                  ,773                 ,E                   ,CZ3106              ,depart
CZ                  ,773                 ,E                   ,CZ3109              ,arrive
CZ                  ,773                 ,E                   ,CZ3113              ,arrive
CZ                  ,773                 ,E                   ,CZ3114              ,depart
CZ                  ,773                 ,E                   ,CZ3115              ,arrive
CZ                  ,773                 ,E                   ,CZ3116              ,depart
CZ                  ,773                 ,E                   ,CZ3121              ,arrive
CZ                  ,773                 ,E                   ,CZ3122              ,depart
CZ                  ,773                 ,E                   ,CZ3161              ,arrive
CZ                  ,773                 ,E                   ,CZ3162              ,depart
CZ                  ,773                 ,E                   ,CZ6711              ,arrive
CZ                  ,773                 ,E                   ,CZ6713              ,arrive
CZ                  ,773                 ,E                   ,CZ6714              ,depart
CZ                  ,773                 ,E                   ,CZ6715              ,arrive
CZ                  ,773                 ,E                   ,CZ6716              ,depart
CZ                  ,773                 ,E                   ,CZ6718              ,depart
CZ                  ,788                 ,E                   ,CZ3100              ,depart
CZ                  ,788                 ,E                   ,CZ3101              ,arrive
CZ                  ,788                 ,E                   ,CZ3102              ,depart
CZ                  ,788                 ,E                   ,CZ3103              ,arrive
CZ                  ,788                 ,E                   ,CZ3105              ,arrive
CZ                  ,788                 ,E                   ,CZ3106              ,depart
CZ                  ,788                 ,E                   ,CZ3108              ,depart
CZ                  ,788                 ,E                   ,CZ3109              ,arrive
CZ                  ,788                 ,E                   ,CZ3110              ,depart
CZ                  ,788                 ,E                   ,CZ3111              ,arrive
CZ                  ,788                 ,E                   ,CZ3112              ,depart
CZ                  ,788                 ,E                   ,CZ3113              ,arrive
CZ                  ,788                 ,E                   ,CZ3114              ,depart
CZ                  ,788                 ,E                   ,CZ3115              ,arrive
CZ                  ,788                 ,E                   ,CZ3116              ,depart
CZ                  ,788                 ,E                   ,CZ3117              ,arrive
CZ                  ,788                 ,E                   ,CZ3118              ,depart
CZ                  ,788                 ,E                   ,CZ3121              ,arrive
CZ                  ,788                 ,E                   ,CZ3122              ,depart
CZ                  ,788                 ,E                   ,CZ3137              ,arrive
CZ                  ,788                 ,E                   ,CZ3138              ,depart
CZ                  ,788                 ,E                   ,CZ3161              ,arrive
CZ                  ,788                 ,E                   ,CZ3162              ,depart
CZ                  ,788                 ,E                   ,CZ3165              ,arrive
CZ                  ,788                 ,E                   ,CZ3166              ,depart
CZ                  ,788                 ,E                   ,CZ3904              ,arrive
CZ                  ,788                 ,E                   ,CZ6135              ,depart
CZ                  ,788                 ,E                   ,CZ6136              ,arrive
CZ                  ,788                 ,E                   ,CZ6136A             ,arrive
CZ                  ,788                 ,E                   ,CZ6183              ,depart
CZ                  ,788                 ,E                   ,CZ6184              ,arrive
CZ                  ,788                 ,E                   ,CZ6901              ,arrive
CZ                  ,788                 ,E                   ,CZ6902              ,depart
CZ                  ,788                 ,E                   ,CZ6903              ,arrive
CZ                  ,788                 ,E                   ,CZ6904              ,depart
CZ                  ,788                 ,E                   ,CZ6906              ,depart
CZ                  ,788                 ,E                   ,CZ6907              ,arrive
CZ                  ,788                 ,E                   ,CZ6908              ,depart
CZ                  ,788                 ,E                   ,CZ6909              ,arrive
CZ                  ,788                 ,E                   ,CZ6910              ,depart
CZ                  ,788                 ,E                   ,CZ6910F             ,arrive
CZ                  ,788                 ,E                   ,CZ6910F             ,depart
CZ                  ,788                 ,E                   ,CZ6911              ,arrive
CZ                  ,788                 ,E                   ,CZ691Z              ,depart
CZ                  ,789                 ,E                   ,CZ3099              ,arrive
CZ                  ,789                 ,E                   ,CZ3100              ,depart
CZ                  ,789                 ,E                   ,CZ3101              ,arrive
CZ                  ,789                 ,E                   ,CZ3102              ,depart
CZ                  ,789                 ,E                   ,CZ3103              ,arrive
CZ                  ,789                 ,E                   ,CZ3104              ,depart
CZ                  ,789                 ,E                   ,CZ3108              ,depart
CZ                  ,789                 ,E                   ,CZ3109              ,arrive
CZ                  ,789                 ,E                   ,CZ3111              ,arrive
CZ                  ,789                 ,E                   ,CZ3112              ,depart
CZ                  ,789                 ,E                   ,CZ3113              ,arrive
CZ                  ,789                 ,E                   ,CZ3114              ,depart
CZ                  ,789                 ,E                   ,CZ3115              ,arrive
CZ                  ,789                 ,E                   ,CZ3116              ,depart
CZ                  ,789                 ,E                   ,CZ3121              ,arrive
CZ                  ,789                 ,E                   ,CZ3122              ,depart
CZ                  ,789                 ,E                   ,CZ3161              ,arrive
CZ                  ,789                 ,E                   ,CZ3162              ,depart
CZ                  ,789                 ,E                   ,CZ3165              ,arrive
CZ                  ,789                 ,E                   ,CZ3166              ,depart
CZ                  ,7M8                 ,C                   ,CZ6905              ,arrive
CZ                  ,7M8                 ,C                   ,CZ6906              ,depart
CZ                  ,7M8                 ,C                   ,CZ6911              ,arrive
CZ                  ,7M8                 ,C                   ,CZ6912              ,depart
D7                  ,333                 ,E                   ,D7316               ,arrive
D7                  ,333                 ,E                   ,D7317               ,depart
DL                  ,359                 ,E                   ,DL188               ,depart
DL                  ,359                 ,E                   ,DL189               ,arrive
DL                  ,763                 ,D                   ,DL128               ,depart
DZ                  ,738                 ,C                   ,DZ6203              ,arrive
DZ                  ,738                 ,C                   ,DZ6204              ,depart
DZ                  ,738                 ,C                   ,DZ6205              ,depart
DZ                  ,738                 ,C                   ,DZ6206              ,arrive
FM                  ,738                 ,C                   ,FM9103              ,arrive
FM                  ,738                 ,C                   ,FM9106              ,depart
FM                  ,738                 ,C                   ,FM9107              ,arrive
FM                  ,738                 ,C                   ,FM9108              ,depart
FM                  ,738                 ,C                   ,FM9151              ,arrive
FM                  ,738                 ,C                   ,FM9152              ,depart
FM                  ,738                 ,C                   ,FM9157              ,arrive
FM                  ,738                 ,C                   ,FM9158              ,depart
FM                  ,789                 ,E                   ,FM9103              ,arrive
FM                  ,789                 ,E                   ,FM9108              ,depart
FM                  ,789                 ,E                   ,FM9861              ,arrive
FM                  ,789                 ,E                   ,FM9862              ,depart
FX                  ,763                 ,D                   ,FX5835              ,arrive
FX                  ,763                 ,D                   ,FX5924              ,depart
FX                  ,772                 ,E                   ,FX5835              ,arrive
FX                  ,772                 ,E                   ,FX5924              ,depart
FX                  ,772                 ,E                   ,FX87                ,arrive
FX                  ,772                 ,E                   ,FX87                ,depart
FX                  ,M1F                 ,D                   ,FX5819              ,arrive
FX                  ,M1F                 ,D                   ,FX5924              ,depart
GA                  ,332                 ,E                   ,GA890               ,arrive
GA                  ,332                 ,E                   ,GA891               ,depart
GA                  ,333                 ,E                   ,GA890               ,arrive
GA                  ,333                 ,E                   ,GA891               ,depart
GA                  ,333                 ,E                   ,GA892               ,arrive
GA                  ,333                 ,E                   ,GA893               ,depart
GA                  ,773                 ,E                   ,GA892               ,arrive
GA                  ,773                 ,E                   ,GA893               ,depart
GJ                  ,320                 ,C                   ,GJ8659              ,depart
GJ                  ,320                 ,C                   ,GJ8660              ,arrive
GJ                  ,320                 ,C                   ,GJ8887              ,arrive
GJ                  ,320                 ,C                   ,GJ8975              ,depart
GJ                  ,320                 ,C                   ,GJ8976              ,arrive
HA                  ,332                 ,E                   ,HA897               ,arrive
HO                  ,321                 ,C                   ,HO1251              ,arrive
HO                  ,321                 ,C                   ,HO1252              ,depart
HU                  ,332                 ,E                   ,HU708               ,arrive
HU                  ,332                 ,E                   ,HU7111              ,depart
HU                  ,332                 ,E                   ,HU7112              ,arrive
HU                  ,332                 ,E                   ,HU7129              ,depart
HU                  ,332                 ,E                   ,HU7130              ,arrive
HU                  ,332                 ,E                   ,HU7135              ,depart
HU                  ,332                 ,E                   ,HU7136              ,arrive
HU                  ,332                 ,E                   ,HU7137              ,depart
HU                  ,332                 ,E                   ,HU7138              ,arrive
HU                  ,332                 ,E                   ,HU7147              ,depart
HU                  ,332                 ,E                   ,HU7148              ,arrive
HU                  ,332                 ,E                   ,HU7157              ,depart
HU                  ,332                 ,E                   ,HU7158              ,arrive
HU                  ,332                 ,E                   ,HU7175              ,depart
HU                  ,332                 ,E                   ,HU7177              ,depart
HU                  ,332                 ,E                   ,HU7178              ,arrive
HU                  ,332                 ,E                   ,HU7181              ,arrive
HU                  ,332                 ,E                   ,HU7182              ,depart
HU                  ,332                 ,E                   ,HU7189              ,depart
HU                  ,332                 ,E                   ,HU7190              ,arrive
HU                  ,332                 ,E                   ,HU7191              ,depart
HU                  ,332                 ,E                   ,HU7192              ,arrive
HU                  ,332                 ,E                   ,HU7211              ,depart
HU                  ,332                 ,E                   ,HU7212              ,arrive
HU                  ,332                 ,E                   ,HU7245              ,depart
HU                  ,332                 ,E                   ,HU7246              ,arrive
HU                  ,332                 ,E                   ,HU7247              ,depart
HU                  ,332                 ,E                   ,HU7248              ,arrive
HU                  ,332                 ,E                   ,HU7251              ,depart
HU                  ,332                 ,E                   ,HU7252              ,arrive
HU                  ,332                 ,E                   ,HU7277              ,depart
HU                  ,332                 ,E                   ,HU7278              ,arrive
HU                  ,332                 ,E                   ,HU7279              ,depart
HU                  ,332                 ,E                   ,HU7280              ,arrive
HU                  ,332                 ,E                   ,HU7281              ,arrive
HU                  ,332                 ,E                   ,HU7289              ,depart
HU                  ,332                 ,E                   ,HU7290              ,arrive
HU                  ,332                 ,E                   ,HU7347              ,depart
HU                  ,332                 ,E                   ,HU7348              ,arrive
HU                  ,332                 ,E                   ,HU7382              ,depart
HU                  ,332                 ,E                   ,HU7523              ,depart
HU                  ,332                 ,E                   ,HU7524              ,arrive
HU                  ,332                 ,E                   ,HU7589              ,depart
HU                  ,332                 ,E                   ,HU7601              ,depart
HU                  ,332                 ,E                   ,HU7602              ,arrive
HU                  ,332                 ,E                   ,HU7605              ,depart
HU                  ,332                 ,E                   ,HU7607              ,depart
HU                  ,332                 ,E                   ,HU7608              ,arrive
HU                  ,332                 ,E                   ,HU7609              ,depart
HU                  ,332                 ,E                   ,HU7610              ,arrive
HU                  ,332                 ,E                   ,HU7635              ,depart
HU                  ,332                 ,E                   ,HU7636              ,arrive
HU                  ,332                 ,E                   ,HU7677              ,depart
HU                  ,332                 ,E                   ,HU7678              ,arrive
HU                  ,332                 ,E                   ,HU7695              ,depart
HU                  ,332                 ,E                   ,HU7696              ,arrive
HU                  ,332                 ,E                   ,HU7701              ,depart
HU                  ,332                 ,E                   ,HU7702              ,arrive
HU                  ,332                 ,E                   ,HU7703              ,depart
HU                  ,332                 ,E                   ,HU7704              ,arrive
HU                  ,332                 ,E                   ,HU7705              ,depart
HU                  ,332                 ,E                   ,HU7706              ,arrive
HU                  ,332                 ,E                   ,HU7707              ,depart
HU                  ,332                 ,E                   ,HU7708              ,arrive
HU                  ,332                 ,E                   ,HU7709              ,depart
HU                  ,332                 ,E                   ,HU7710              ,arrive
HU                  ,332                 ,E                   ,HU7711              ,depart
HU                  ,332                 ,E                   ,HU7712              ,arrive
HU                  ,332                 ,E                   ,HU7737              ,depart
HU                  ,332                 ,E                   ,HU7738              ,arrive
HU                  ,332                 ,E                   ,HU7765              ,depart
HU                  ,332                 ,E                   ,HU7766              ,arrive
HU                  ,332                 ,E                   ,HU7779              ,depart
HU                  ,332                 ,E                   ,HU7780              ,arrive
HU                  ,332                 ,E                   ,HU7781              ,arrive
HU                  ,332                 ,E                   ,HU7782              ,depart
HU                  ,332                 ,E                   ,HU7793              ,depart
HU                  ,332                 ,E                   ,HU7794              ,arrive
HU                  ,332                 ,E                   ,HU7801              ,depart
HU                  ,332                 ,E                   ,HU7802              ,arrive
HU                  ,332                 ,E                   ,HU7805              ,depart
HU                  ,332                 ,E                   ,HU7806              ,arrive
HU                  ,332                 ,E                   ,HU7807              ,depart
HU                  ,332                 ,E                   ,HU7809              ,depart
HU                  ,332                 ,E                   ,HU7810              ,arrive
HU                  ,332                 ,E                   ,HU7835              ,depart
HU                  ,332                 ,E                   ,HU7836              ,arrive
HU                  ,332                 ,E                   ,HU7879              ,depart
HU                  ,332                 ,E                   ,HU7880              ,arrive
HU                  ,332                 ,E                   ,HU7903              ,depart
HU                  ,332                 ,E                   ,HU7904              ,arrive
HU                  ,332                 ,E                   ,HU7929              ,depart
HU                  ,332                 ,E                   ,HU7930              ,arrive
HU                  ,332                 ,E                   ,HU7957              ,depart
HU                  ,332                 ,E                   ,HU7958              ,arrive
HU                  ,332                 ,E                   ,HU7965              ,depart
HU                  ,332                 ,E                   ,HU7966              ,arrive
HU                  ,332                 ,E                   ,HU7977              ,depart
HU                  ,332                 ,E                   ,HU7978              ,arrive
HU                  ,333                 ,E                   ,HU489               ,depart
HU                  ,333                 ,E                   ,HU490               ,arrive
HU                  ,333                 ,E                   ,HU491               ,depart
HU                  ,333                 ,E                   ,HU492               ,arrive
HU                  ,333                 ,E                   ,HU7049              ,arrive
HU                  ,333                 ,E                   ,HU7049              ,depart
HU                  ,333                 ,E                   ,HU7079              ,depart
HU                  ,333                 ,E                   ,HU7080              ,arrive
HU                  ,333                 ,E                   ,HU7081              ,arrive
HU                  ,333                 ,E                   ,HU7111              ,depart
HU                  ,333                 ,E                   ,HU7112              ,arrive
HU                  ,333                 ,E                   ,HU7129              ,depart
HU                  ,333                 ,E                   ,HU7130              ,arrive
HU                  ,333                 ,E                   ,HU7135              ,depart
HU                  ,333                 ,E                   ,HU7136              ,arrive
HU                  ,333                 ,E                   ,HU7137              ,depart
HU                  ,333                 ,E                   ,HU7138              ,arrive
HU                  ,333                 ,E                   ,HU7147              ,depart
HU                  ,333                 ,E                   ,HU7148              ,arrive
HU                  ,333                 ,E                   ,HU7157              ,depart
HU                  ,333                 ,E                   ,HU7158              ,arrive
HU                  ,333                 ,E                   ,HU7161              ,depart
HU                  ,333                 ,E                   ,HU7175              ,depart
HU                  ,333                 ,E                   ,HU7176              ,arrive
HU                  ,333                 ,E                   ,HU7177              ,depart
HU                  ,333                 ,E                   ,HU7178              ,arrive
HU                  ,333                 ,E                   ,HU7181              ,arrive
HU                  ,333                 ,E                   ,HU7182              ,depart
HU                  ,333                 ,E                   ,HU7189              ,depart
HU                  ,333                 ,E                   ,HU7190              ,arrive
HU                  ,333                 ,E                   ,HU7191              ,depart
HU                  ,333                 ,E                   ,HU7192              ,arrive
HU                  ,333                 ,E                   ,HU7211              ,depart
HU                  ,333                 ,E                   ,HU7212              ,arrive
HU                  ,333                 ,E                   ,HU7231              ,depart
HU                  ,333                 ,E                   ,HU7232A             ,arrive
HU                  ,333                 ,E                   ,HU7245              ,depart
HU                  ,333                 ,E                   ,HU7246              ,arrive
HU                  ,333                 ,E                   ,HU7247              ,depart
HU                  ,333                 ,E                   ,HU7248              ,arrive
HU                  ,333                 ,E                   ,HU7251              ,depart
HU                  ,333                 ,E                   ,HU7252              ,arrive
HU                  ,333                 ,E                   ,HU7277              ,depart
HU                  ,333                 ,E                   ,HU7278              ,arrive
HU                  ,333                 ,E                   ,HU7279              ,depart
HU                  ,333                 ,E                   ,HU7280              ,arrive
HU                  ,333                 ,E                   ,HU7282              ,depart
HU                  ,333                 ,E                   ,HU7289              ,depart
HU                  ,333                 ,E                   ,HU7290              ,arrive
HU                  ,333                 ,E                   ,HU7347              ,depart
HU                  ,333                 ,E                   ,HU7348              ,arrive
HU                  ,333                 ,E                   ,HU7382              ,depart
HU                  ,333                 ,E                   ,HU7523              ,depart
HU                  ,333                 ,E                   ,HU7524              ,arrive
