rownum,flightcompany,flighttype,flightclass,flightnumber,apron,stand,rdy,direction,runway,terminal
4741,HU                  ,789,E                   ,HU7176              ,PW2                 ,W205                ,2018/9/12 1:10,arrive,36R                 ,T2
4742,HU                  ,788,E                   ,HU7810              ,P6                  ,605,2018/9/12 1:15,arrive,36L                 ,T2
4744,JD                  ,319,C                   ,JD5118              ,PW1                 ,W106                ,2018/9/12 1:15,arrive,36R                 ,T1
4745,JD                  ,333,E                   ,JD5578              ,PN1                 ,N104                ,2018/9/12 1:15,arrive,36L                 ,T1
4746,CA                  ,7M8                 ,C                   ,CA960               ,P4                  ,462,2018/9/12 1:25,arrive,36R                 ,T3E
4748,HU                  ,333,E                   ,HU7702              ,PW2                 ,W208                ,2018/9/12 1:25,arrive,36L                 ,T2
4749,HU                  ,789,E                   ,HU7836              ,P6                  ,604,2018/9/12 1:30,arrive,36L                 ,T2
4750,CA                  ,332,E                   ,CA949               ,P4                  ,463,2018/9/12 1:30,depart,1,T3E
4751,HU                  ,333,E                   ,HU7937              ,P6                  ,603,2018/9/12 1:40,depart,36R                 ,T2
4752,JD                  ,332,E                   ,JD459               ,PN1                 ,N104                ,2018/9/12 1:40,depart,36R                 ,T1
4753,CA                  ,333,E                   ,CA963               ,P4                  ,455,2018/9/12 1:50,depart,36R                 ,T3E
4755,GJ                  ,320,C                   ,GJ8976              ,PM                  ,M05                 ,2018/9/12 1:50,arrive,36R                 ,T3C
4756,CA                  ,321,C                   ,CA1130              ,P3                  ,357,2018/9/12 1:55,arrive,36R                 ,T3C
4757,HU                  ,333,E                   ,HU7957              ,PW2                 ,W209                ,2018/9/12 1:55,depart,36L                 ,T2
4759,BS                  ,G5L                 ,B                   ,N63108              ,P62                 ,626,2018/9/12 2:10,arrive,36R                 ,T2
4763,CZ                  ,332,E                   ,CZ8683              ,P2                  ,254,2018/9/12 3:05,arrive,36R                 ,T2
4764,LH                  ,77F                 ,E                   ,LH8397              ,PN2                 ,N211                ,2018/9/12 3:20,depart,36R                 ,T3E
4765,Y8                  ,734,C                   ,Y87967              ,P8                  ,816,2018/9/12 3:30,arrive,36L                 ,T2
4766,BS                  ,G5L                 ,B                   ,NSJ999              ,P62                 ,626,2018/9/12 4:00,depart,36R                 ,T2
4767,Y8                  ,733,C                   ,Y87985              ,P8                  ,817,2018/9/12 4:10,arrive,36R                 ,T2
4768,Y8                  ,734,C                   ,Y87968              ,P8                  ,816,2018/9/12 4:20,depart,36L                 ,T2
4769,CA                  ,789,E                   ,CA784               ,P9                  ,937,2018/9/12 4:30,arrive,36R                 ,T3E
4771,CA                  ,789,E                   ,CA908               ,P9                  ,936,2018/9/12 4:45,arrive,36R                 ,T3E
4773,CA                  ,332,E                   ,CA842               ,P5                  ,565,2018/9/12 4:50,arrive,36R                 ,T3E
4775,HU                  ,788,E                   ,HU750               ,PW2                 ,W209                ,2018/9/12 5:00,arrive,36L                 ,T2
4777,JD                  ,319,C                   ,JD5333              ,PW2                 ,W202                ,2018/9/12 5:00,depart,36R                 ,T1
4779,HU                  ,789,E                   ,HU7970              ,PN1                 ,N103                ,2018/9/12 5:05,arrive,36R                 ,T2
4780,Y8                  ,733,C                   ,Y87986              ,P8                  ,817,2018/9/12 5:10,depart,36R                 ,T2
4781,Y8                  ,733,C                   ,Y87979              ,P8                  ,817,2018/9/12 5:15,arrive,36L                 ,T2
4782,HU                  ,333,E                   ,HU492               ,P6                  ,604,2018/9/12 5:15,arrive,36R                 ,T2
4783,HU                  ,333,E                   ,HU7904              ,P6                  ,603,2018/9/12 5:25,arrive,36L                 ,T2
4784,CA                  ,332,E                   ,CA950               ,P4                  ,455,2018/9/12 5:30,arrive,36R                 ,T3E
4786,GJ                  ,320,C                   ,GJ8975              ,PM                  ,M05                 ,2018/9/12 5:50,depart,1,T3C
4790,CA                  ,738,C                   ,CA1109              ,P5                  ,556,2018/9/12 6:00,depart,36R                 ,T3C
4791,CA                  ,738,C                   ,CA184U              ,P3                  ,354,2018/9/12 6:00,depart,36R                 ,T3C
4792,CZ                  ,738,C                   ,CZ386X              ,P7                  ,733,2018/9/12 6:00,depart,36R                 ,T2
4793,BS                  ,G5L                 ,B                   ,HHG882              ,P62                 ,627,2018/9/12 6:00,depart,36R                 ,T2
4794,MU                  ,333,E                   ,MU764               ,PN1                 ,N109                ,2018/9/12 6:00,arrive,36L                 ,T2
4795,CA                  ,321,C                   ,CA1131              ,P5                  ,554,2018/9/12 6:05,depart,36R                 ,T3C
4796,Y8                  ,733,C                   ,Y87980              ,P8                  ,817,2018/9/12 6:05,depart,36R                 ,T2
4797,CA                  ,738,C                   ,CA1135              ,P4                  ,453,2018/9/12 6:10,depart,36R                 ,T3C
4798,CA                  ,738,C                   ,CA1493              ,P3                  ,353,2018/9/12 6:15,depart,36R                 ,T3C
4799,3U                  ,320,C                   ,3U8896              ,PN12                ,N125                ,2018/9/12 6:20,depart,36L                 ,T3C
4800,CZ                  ,319,C                   ,CZ3994              ,P7                  ,714,2018/9/12 6:20,depart,36L                 ,T2
4801,CZ                  ,333,E                   ,CZ8245              ,P7                  ,703,2018/9/12 6:20,depart,36R                 ,T2
4802,MF                  ,738,C                   ,MF8001              ,P7                  ,711,2018/9/12 6:20,depart,36R                 ,T2
4803,J2                  ,763,D                   ,J2067               ,P8                  ,809,2018/9/12 6:20,arrive,36L                 ,T2
4804,ZH                  ,320,C                   ,ZH9112              ,P5                  ,563,2018/9/12 6:25,depart,1,T3C
4805,CA                  ,738,C                   ,CA1143              ,P4                  ,454,2018/9/12 6:25,depart,36R                 ,T3C
4806,CZ                  ,320,C                   ,CZ6600              ,P6                  ,602,2018/9/12 6:25,depart,36L                 ,T2
4807,DZ                  ,738,C                   ,DZ6204              ,PN2                 ,N213                ,2018/9/12 6:25,depart,1,T3C
4808,CA                  ,738,C                   ,CA1691              ,P5                  ,562,2018/9/12 6:25,depart,1,T3C
4809,JD                  ,333,E                   ,JD455               ,PN1                 ,N104                ,2018/9/12 6:30,depart,36L                 ,T1
4810,ZH                  ,738,C                   ,ZH9151              ,PN12                ,N127                ,2018/9/12 6:30,depart,36L                 ,T2
4811,SC                  ,738,C                   ,SC4659              ,P3                  ,360,2018/9/12 6:35,depart,1,T3C
4812,CZ                  ,320,C                   ,CZ6993              ,PN1                 ,N101                ,2018/9/12 6:35,depart,36L                 ,T2
4813,CA                  ,738,C                   ,CA1113              ,P4                  ,457,2018/9/12 6:35,depart,36R                 ,T3C
4814,CA                  ,738,C                   ,CA1613              ,P4                  ,459,2018/9/12 6:35,depart,1,T3C
4815,HU                  ,789,E                   ,HU7611              ,PN1                 ,N107                ,2018/9/12 6:35,depart,36R                 ,T2
4817,MU                  ,73G                 ,C                   ,MU9724              ,P8                  ,801,2018/9/12 6:40,depart,36L                 ,T2
4818,CA                  ,73G                 ,C                   ,CA1285              ,P4                  ,451,2018/9/12 6:40,depart,1,T3C
4819,CZ                  ,738,C                   ,CZ6606              ,P8                  ,821,2018/9/12 6:40,depart,36L                 ,T2
4820,FM                  ,738,C                   ,FM9158              ,PN12                ,N123                ,2018/9/12 6:40,depart,36R                 ,T2
4821,JD                  ,320,C                   ,JD5395              ,P2                  ,253,2018/9/12 6:45,depart,36L                 ,T1
4822,MF                  ,738,C                   ,MF8160              ,P7                  ,724,2018/9/12 6:45,depart,36R                 ,T2
4824,HO                  ,321,C                   ,HO1252              ,PN2                 ,N212                ,2018/9/12 6:50,depart,36R                 ,T3C
4825,3U                  ,319,C                   ,3U8516              ,P5                  ,558,2018/9/12 6:50,depart,36R                 ,T3C
4826,MF                  ,738,C                   ,MF8132              ,P7                  ,723,2018/9/12 6:50,depart,36R                 ,T2
4827,CA                  ,73G                 ,C                   ,CA1123              ,P3                  ,351,2018/9/12 6:55,depart,36R                 ,T3C
4828,JD                  ,321,C                   ,JD5351              ,PW1                 ,W112                ,2018/9/12 6:55,depart,36R                 ,T1
4829,MU                  ,320,C                   ,MU2072              ,P8                  ,802,2018/9/12 6:55,arrive,36L                 ,T2
4830,MU                  ,738,C                   ,MU2255              ,P8                  ,802,2018/9/12 7:00,depart,36L                 ,T2
4831,HU                  ,788,E                   ,HU7245              ,PW2                 ,W209                ,2018/9/12 7:00,depart,36L                 ,T2
4832,HU                  ,788,E                   ,HU7926              ,PW2                 ,W203                ,2018/9/12 7:05,arrive,1,T2
4833,HU                  ,788,E                   ,HU7189              ,PW2                 ,W210                ,2018/9/12 7:10,depart,36L                 ,T2
4834,MU                  ,333,E                   ,MU5181              ,P8                  ,810,2018/9/12 7:15,depart,36L                 ,T2
4835,MU                  ,321,C                   ,MU535               ,P8                  ,803,2018/9/12 7:15,depart,36R                 ,T2
4837,CA                  ,738,C                   ,CA155               ,P3                  ,356,2018/9/12 7:20,depart,1,T3E
4838,CA                  ,738,C                   ,CA1505              ,P4                  ,456,2018/9/12 7:20,depart,1,T3C
4839,CZ                  ,320,C                   ,CZ6657              ,PN12                ,N121                ,2018/9/12 7:20,depart,36R                 ,T2
4840,MU                  ,321,C                   ,MU5183              ,P8                  ,804,2018/9/12 7:25,depart,36R                 ,T2
4841,CA                  ,738,C                   ,CA1479              ,P4                  ,458,2018/9/12 7:30,depart,1,T3C
4842,HU                  ,789,E                   ,HU7129              ,P8                  ,807,2018/9/12 7:30,depart,36R                 ,T2
4843,CA                  ,738,C                   ,CA1231              ,P4                  ,452,2018/9/12 7:35,depart,36R                 ,T3C
4844,CZ                  ,320,C                   ,CZ6124              ,P7                  ,735,2018/9/12 7:35,depart,36R                 ,T2
4845,CA                  ,73G                 ,C                   ,CA1637              ,P3                  ,358,2018/9/12 7:40,depart,1,T3C
4846,CZ                  ,321,C                   ,CZ6931              ,P7                  ,713,2018/9/12 7:40,depart,36L                 ,T2
4847,HU                  ,333,E                   ,HU7147              ,P6                  ,612,2018/9/12 7:40,depart,36R                 ,T2
4848,HU                  ,789,E                   ,HU7605              ,PW1                 ,W107                ,2018/9/12 7:40,depart,36R                 ,T2
4849,CA                  ,321,C                   ,CA1567              ,P4                  ,461,2018/9/12 7:45,depart,1,T3C
4850,CZ                  ,321,C                   ,CZ6366              ,P7                  ,731,2018/9/12 7:45,depart,36L                 ,T2
4851,HU                  ,333,E                   ,HU7805              ,PW2                 ,W207                ,2018/9/12 7:45,depart,36L                 ,T2
4852,JD                  ,321,C                   ,JD5219              ,PW2                 ,W201                ,2018/9/12 7:50,depart,36L                 ,T1
4853,CA                  ,738,C                   ,CA1841              ,P4                  ,464,2018/9/12 7:50,depart,36R                 ,T3C
4854,CA                  ,738,C                   ,CA1273              ,P5                  ,553,2018/9/12 7:50,depart,36R                 ,T3C
4855,CZ                  ,321,C                   ,CZ6718              ,P7                  ,732,2018/9/12 7:50,depart,36L                 ,T2
4856,8L                  ,73G                 ,C                   ,8L9938              ,PW2                 ,W204                ,2018/9/12 7:50,depart,36L                 ,T2
4857,CZ                  ,333,E                   ,CZ6161              ,PN1                 ,N105                ,2018/9/12 7:55,depart,36R                 ,T2
4858,JD                  ,319,C                   ,JD5207              ,PW1                 ,W106                ,2018/9/12 7:55,depart,36L                 ,T1
4859,MU                  ,738,C                   ,MU2460              ,P8                  ,805,2018/9/12 7:55,depart,36L                 ,T2
4860,MU                  ,321,C                   ,MU5693              ,P8                  ,814,2018/9/12 7:55,depart,36L                 ,T2
4861,3U                  ,320,C                   ,3U8209              ,P5                  ,559,2018/9/12 7:55,depart,36R                 ,T3C
4862,CA                  ,738,C                   ,CA153               ,P3                  ,355,2018/9/12 7:55,depart,36R                 ,T3E
4863,HU                  ,789,E                   ,HU7382              ,PW2                 ,W205                ,2018/9/12 8:00,depart,36L                 ,T2
4864,CA                  ,319,C                   ,CA1469              ,P3                  ,352,2018/9/12 8:00,depart,36R                 ,T3C
4865,HU                  ,333,E                   ,HU7765              ,P6                  ,603,2018/9/12 8:05,depart,36R                 ,T2
4866,CA                  ,738,C                   ,CA1255              ,P4                  ,463,2018/9/12 8:05,depart,36R                 ,T3C
4867,CZ                  ,321,C                   ,CZ3148              ,P7                  ,721,2018/9/12 8:05,depart,36R                 ,T2
4869,HU                  ,789,E                   ,HU7211              ,PW2                 ,W203                ,2018/9/12 8:10,depart,36L                 ,T2
4870,MU                  ,738,C                   ,MU2035              ,P8                  ,806,2018/9/12 8:10,depart,36L                 ,T2
4871,CA                  ,738,C                   ,CA1805              ,P5                  ,560,2018/9/12 8:10,depart,36R                 ,T3C
4872,HU                  ,738,C                   ,HU7251              ,PW1                 ,W113                ,2018/9/12 8:10,depart,36R                 ,T2
4873,CZ                  ,321,C                   ,CZ3194              ,P7                  ,734,2018/9/12 8:10,depart,36L                 ,T2
4874,HU                  ,788,E                   ,HU7703              ,P6                  ,605,2018/9/12 8:15,depart,36L                 ,T2
4875,CZ                  ,332,E                   ,CZ3907              ,P6                  ,609,2018/9/12 8:20,depart,36R                 ,T2
4876,CA                  ,7M8                 ,C                   ,CA1293              ,P9                  ,940,2018/9/12 8:20,depart,36R                 ,T3C
4877,CA                  ,333,E                   ,CA978               ,P5                  ,554,2018/9/12 8:20,arrive,1,T3E
4879,CA                  ,752,D                   ,CA1084              ,PN1                 ,N101                ,2018/9/12 8:25,arrive,1,T3C
4880,HU                  ,333,E                   ,HU7986              ,PW1                 ,W107                ,2018/9/12 8:30,arrive,36L                 ,T2
4881,HU                  ,7M8                 ,C                   ,HU728X              ,PW1                 ,W108                ,2018/9/12 8:30,depart,36L                 ,T2
4882,MU                  ,320,C                   ,MU5156              ,P8                  ,802,2018/9/12 8:30,depart,36R                 ,T2
4883,CA                  ,333,E                   ,CA185               ,P5                  ,555,2018/9/12 8:35,depart,1,T3E
4884,MF                  ,788,E                   ,MF8150              ,P8                  ,811,2018/9/12 8:35,depart,36R                 ,T2
4885,MU                  ,738,C                   ,MU5714              ,P8                  ,812,2018/9/12 8:35,depart,36L                 ,T2
4886,CA                  ,738,C                   ,CA1839              ,P4                  ,460,2018/9/12 8:40,depart,1,T3C
4887,MU                  ,333,E                   ,MU782               ,P8                  ,810,2018/9/12 8:40,arrive,36L                 ,T2
4889,HU                  ,789,E                   ,HU7607              ,PN1                 ,N103                ,2018/9/12 8:45,depart,36R                 ,T2
4890,CZ                  ,320,C                   ,CZ6204              ,PN1                 ,N102                ,2018/9/12 8:45,depart,36R                 ,T2
4891,CA                  ,738,C                   ,CA1859              ,P5                  ,564,2018/9/12 8:50,depart,36R                 ,T3C
4892,CA                  ,738,C                   ,CA1817              ,P3                  ,359,2018/9/12 8:50,depart,1,T3C
4893,CA                  ,73G                 ,C                   ,CA1457              ,P4                  ,465,2018/9/12 8:55,depart,36R                 ,T3C
4894,CZ                  ,333,E                   ,CZ3901              ,P7                  ,710,2018/9/12 8:55,depart,36R                 ,T2
4895,MU                  ,321,C                   ,MU5195              ,P8                  ,814,2018/9/12 8:55,arrive,36L                 ,T2
4896,CZ                  ,738,C                   ,CZ6448              ,P7                  ,712,2018/9/12 9:00,depart,36R                 ,T2
4897,CA                  ,7M8                 ,C                   ,CA1461              ,P5                  ,551,2018/9/12 9:00,depart,36R                 ,T3C
4898,CA                  ,321,C                   ,CA1289              ,P3                  ,352,2018/9/12 9:00,depart,36R                 ,T3C
4899,CZ                  ,321,C                   ,CZ3156              ,P7                  ,725,2018/9/12 9:00,depart,36L                 ,T2
4900,AS                  ,F7X                 ,B                   ,VPCZS               ,P62                 ,628,2018/9/12 9:00,depart,36R                 ,T2
4901,MU                  ,333,E                   ,MU5104              ,PN1                 ,N109                ,2018/9/12 9:00,depart,36R                 ,T2
4902,CA                  ,73G                 ,C                   ,CA1487              ,PN2                 ,N212                ,2018/9/12 9:05,depart,36R                 ,T3C
4903,OQ                  ,320,C                   ,OQ2002              ,P8                  ,818,2018/9/12 9:05,depart,36L                 ,T2
4904,MU                  ,738,C                   ,MU2573              ,P8                  ,813,2018/9/12 9:05,depart,36L                 ,T2
4905,HU                  ,332,E                   ,HU7711              ,PW1                 ,W109                ,2018/9/12 9:05,depart,36L                 ,T2
4906,CA                  ,321,C                   ,CA1117              ,PN2                 ,N213                ,2018/9/12 9:05,depart,36R                 ,T3C
4907,CZ                  ,332,E                   ,CZ6904              ,P8                  ,808,2018/9/12 9:10,depart,36L                 ,T2
4908,CZ                  ,320,C                   ,CZ6946              ,P7                  ,722,2018/9/12 9:20,depart,36L                 ,T2
4909,BS                  ,GB5                 ,C                   ,EJM188              ,P62                 ,626,2018/9/12 9:25,arrive,1,T2
4910,MU                  ,321,C                   ,MU5131              ,P8                  ,806,2018/9/12 9:25,arrive,36L                 ,T2
4911,MU                  ,321,C                   ,MU2731              ,P8                  ,812,2018/9/12 9:25,arrive,1,T2
4912,CA                  ,738,C                   ,CA1233              ,PN2                 ,N207                ,2018/9/12 9:35,depart,36R                 ,T3C
4913,CA                  ,738,C                   ,CA1433              ,PN12                ,N126                ,2018/9/12 9:40,depart,36R                 ,T3C
4914,MU                  ,320,C                   ,MU2761              ,P8                  ,802,2018/9/12 9:40,arrive,36L                 ,T2
4915,CZ                  ,320,C                   ,CZ6101              ,P7                  ,733,2018/9/12 9:40,arrive,1,T2
4916,KE                  ,333,E                   ,KE829               ,P7                  ,703,2018/9/12 9:40,arrive,1,T2
4917,CA                  ,333,E                   ,CA912               ,P4                  ,463,2018/9/12 9:45,arrive,36R                 ,T3E
4918,CZ                  ,320,C                   ,CZ6201              ,P7                  ,724,2018/9/12 9:45,arrive,1,T2
4919,MU                  ,321,C                   ,MU277               ,P8                  ,815,2018/9/12 9:45,depart,36R                 ,T2
4920,CZ                  ,321,C                   ,CZ3187              ,P7                  ,731,2018/9/12 9:50,arrive,1,T2
4921,MU                  ,738,C                   ,MU2569              ,PN12                ,N122                ,2018/9/12 9:55,depart,36L                 ,T2
4922,MU                  ,333,E                   ,MU5106              ,P8                  ,810,2018/9/12 10:00,depart,36R                 ,T2
4923,JD                  ,G45                 ,B                   ,JD190               ,P62                 ,629,2018/9/12 10:00,depart,,T1
4924,CZ                  ,332,E                   ,CZ3192              ,P2                  ,254,2018/9/12 10:00,depart,36L                 ,T2
4925,MU                  ,321,C                   ,MU2121              ,P8                  ,805,2018/9/12 10:00,arrive,36L                 ,T2
4926,BS                  ,G5L                 ,B                   ,BWJ998              ,P62                 ,628,2018/9/12 10:00,arrive,36R                 ,T2
4927,CN                  ,738,C                   ,CN7215              ,P8                  ,819,2018/9/12 10:05,depart,36L                 ,T1
4928,JD                  ,332,E                   ,JD5567              ,PW1                 ,W105                ,2018/9/12 10:05,depart,36R                 ,T1
4929,MU                  ,321,C                   ,MU7087              ,P8                  ,814,2018/9/12 10:10,depart,36R                 ,T2
4930,MU                  ,773,E                   ,MU5101              ,PN1                 ,N105                ,2018/9/12 10:15,arrive,36L                 ,T2
4931,CZ                  ,320,C                   ,CZ6145              ,P7                  ,735,2018/9/12 10:20,arrive,1,T2
4932,MU                  ,738,C                   ,MU2451              ,P8                  ,804,2018/9/12 10:20,arrive,36L                 ,T2
4933,MU                  ,321,C                   ,MU2732              ,P8                  ,812,2018/9/12 10:25,depart,36R                 ,T2
4934,MU                  ,738,C                   ,MU2256              ,P8                  ,813,2018/9/12 10:30,arrive,36L                 ,T2
4935,MU                  ,333,E                   ,MU5151              ,P8                  ,807,2018/9/12 10:35,arrive,36L                 ,T2
4936,MF                  ,788,E                   ,MF8115              ,P7                  ,710,2018/9/12 10:35,arrive,36L                 ,T2
4937,CA                  ,738,C                   ,CA1846              ,P3                  ,353,2018/9/12 10:35,arrive,36R                 ,T3C
4938,MU                  ,321,C                   ,MU5178              ,P8                  ,806,2018/9/12 10:35,depart,36R                 ,T2
4939,CZ                  ,320,C                   ,CZ6102              ,P7                  ,733,2018/9/12 10:40,depart,36R                 ,T2
4940,BS                  ,F2K                 ,B                   ,B1999               ,P62                 ,629,2018/9/12 10:40,arrive,36L                 ,T2
4941,HU                  ,332,E                   ,HU7348              ,PW2                 ,W207                ,2018/9/12 10:40,arrive,36L                 ,T2
4942,CZ                  ,320,C                   ,CZ6279              ,P7                  ,724,2018/9/12 10:45,depart,36R                 ,T2
4943,KE                  ,333,E                   ,KE880               ,P7                  ,703,2018/9/12 10:50,depart,36R                 ,T2
4944,MU                  ,320,C                   ,MU2802              ,P8                  ,802,2018/9/12 10:50,depart,36R                 ,T2
4945,BS                  ,G5L                 ,B                   ,N128GV              ,P25                 ,251,2018/9/12 10:50,arrive,1,T2
4946,MU                  ,333,E                   ,MU2103              ,P8                  ,808,2018/9/12 10:55,arrive,36L                 ,T2
4947,MU                  ,321,C                   ,MU2122              ,P8                  ,805,2018/9/12 11:00,depart,36L                 ,T2
4948,CZ                  ,332,E                   ,CZ6183              ,P6                  ,610,2018/9/12 11:10,depart,36L                 ,T2
4949,CA                  ,738,C                   ,CA1602              ,P4                  ,461,2018/9/12 11:10,arrive,1,T3C
4950,MU                  ,333,E                   ,MU5103              ,P8                  ,809,2018/9/12 11:20,arrive,36R                 ,T2
4951,HU                  ,789,E                   ,HU7164              ,P7                  ,703,2018/9/12 11:20,arrive,36L                 ,T2
4952,HU                  ,789,E                   ,HU7626              ,PW2                 ,W210                ,2018/9/12 11:25,arrive,36L                 ,T2
4953,MU                  ,738,C                   ,MU2452              ,P8                  ,804,2018/9/12 11:30,depart,36L                 ,T2
4954,CZ                  ,320,C                   ,CZ6146              ,P7                  ,735,2018/9/12 11:30,depart,36R                 ,T2
4955,CZ                  ,333,E                   ,CZ3112              ,P6                  ,608,2018/9/12 11:30,depart,36L                 ,T2
4956,MU                  ,773,E                   ,MU5152              ,PN1                 ,N105                ,2018/9/12 11:30,depart,36R                 ,T2
4957,CA                  ,738,C                   ,CA953               ,P3                  ,353,2018/9/12 11:35,depart,1,T3E
4958,MF                  ,788,E                   ,MF8116              ,P7                  ,710,2018/9/12 11:35,depart,36R                 ,T2
4959,HU                  ,332,E                   ,HU7181              ,PW2                 ,W209                ,2018/9/12 11:35,arrive,36L                 ,T2
4960,CA                  ,738,C                   ,CA1686              ,P4                  ,458,2018/9/12 11:35,arrive,1,T3C
4961,CA                  ,738,C                   ,CA1114              ,PN2                 ,N207L               ,2018/9/12 11:40,arrive,36R                 ,T3C
4962,CZ                  ,333,E                   ,CZ3151              ,P8                  ,810,2018/9/12 11:45,arrive,36L                 ,T2
4963,MU                  ,321,C                   ,MU744               ,P8                  ,815,2018/9/12 11:50,arrive,36L                 ,T2
4964,CA                  ,333,E                   ,CA882               ,P5                  ,561,2018/9/12 11:55,arrive,36R                 ,T3E
4965,HU                  ,332,E                   ,HU7807              ,PW2                 ,W207                ,2018/9/12 11:55,depart,36L                 ,T2
4966,MU                  ,333,E                   ,MU5110              ,P8                  ,807,2018/9/12 12:00,depart,36R                 ,T2
4967,MU                  ,321,C                   ,MU5694              ,P8                  ,805,2018/9/12 12:00,arrive,36L                 ,T2
4968,HU                  ,333,E                   ,HU7712              ,PW2                 ,W205                ,2018/9/12 12:15,arrive,36L                 ,T2
4969,MU                  ,738,C                   ,MU5491              ,P8                  ,813,2018/9/12 12:15,depart,36L                 ,T2
4970,ZH                  ,738,C                   ,ZH9152              ,P3                  ,351,2018/9/12 12:20,arrive,36L                 ,T3C
4971,MU                  ,333,E                   ,MU5105              ,P8                  ,811,2018/9/12 12:25,arrive,36L                 ,T2
4972,CZ                  ,333,E                   ,CZ3998              ,P7                  ,702,2018/9/12 12:35,arrive,36L                 ,T2
4973,CZ                  ,738,C                   ,CZ6026              ,P8                  ,814,2018/9/12 12:40,arrive,36L                 ,T2
4974,HU                  ,333,E                   ,HU7182              ,PW2                 ,W208                ,2018/9/12 12:50,depart,36L                 ,T2
4975,MU                  ,333,E                   ,MU2108              ,P8                  ,808,2018/9/12 12:50,depart,36L                 ,T2
4976,HU                  ,738,C                   ,HU7107              ,PW1                 ,W110                ,2018/9/12 12:55,depart,36L                 ,T2
4977,MU                  ,321,C                   ,MU271               ,P8                  ,815,2018/9/12 12:55,depart,36R                 ,T2
4978,CZ                  ,320,C                   ,CZ6994              ,P7                  ,722,2018/9/12 12:55,arrive,36L                 ,T2
4979,JD                  ,G5L                 ,B                   ,JD691               ,P62                 ,627,2018/9/12 13:00,depart,,T1
4980,CZ                  ,333,E                   ,CZ3152              ,P8                  ,810,2018/9/12 13:00,depart,36L                 ,T2
4981,MU                  ,333,E                   ,MU5112              ,P8                  ,809,2018/9/12 13:00,depart,36R                 ,T2
4982,CA                  ,332,E                   ,CA721               ,P9                  ,953,2018/9/12 13:05,depart,36R                 ,T3E
4983,MU                  ,321,C                   ,MU5695              ,P8                  ,805,2018/9/12 13:10,depart,36L                 ,T2
4984,CZ                  ,332,E                   ,CZ3121              ,P8                  ,808,2018/9/12 13:15,arrive,36L                 ,T2
4985,MU                  ,321,C                   ,MU2105              ,P8                  ,806,2018/9/12 13:20,arrive,36L                 ,T2
4986,HU                  ,333,E                   ,HU489               ,P6                  ,604,2018/9/12 13:20,depart,36R                 ,T2
4987,CZ                  ,333,E                   ,CZ3106              ,P6                  ,611,2018/9/12 13:30,depart,36R                 ,T2
4988,CA                  ,332,E                   ,CA781               ,P5                  ,565,2018/9/12 13:30,depart,1,T3E
4989,HU                  ,789,E                   ,HU7606              ,PN1                 ,N104                ,2018/9/12 13:30,arrive,36L                 ,T2
4990,CZ                  ,788,E                   ,CZ6901              ,P7                  ,710,2018/9/12 13:35,arrive,36L                 ,T2
4991,CA                  ,789,E                   ,CA939               ,P9                  ,937,2018/9/12 13:40,depart,36R                 ,T3E
4992,CZ                  ,333,E                   ,CZ3159              ,P8                  ,809,2018/9/12 13:45,arrive,36L                 ,T2
4993,MF                  ,789,E                   ,MF8101              ,P8                  ,810,2018/9/12 13:50,arrive,36L                 ,T2
4994,CA                  ,332,E                   ,CA1644              ,P5                  ,563,2018/9/12 13:50,arrive,1,T3C
4995,CA                  ,73G                 ,C                   ,CA1286              ,PM                  ,M06                 ,2018/9/12 13:55,arrive,1,T3C
4996,HU                  ,789,E                   ,HU481               ,P7                  ,703,2018/9/12 13:55,depart,36R                 ,T2
