id,flightcompany,flightnumber,flighttype,飞机编号,座位数,执飞飞机,日期,始发,计划到达,实际到达,计划起飞,实际起飞,航站楼,登机口,出口,方式,行李转盘,tag,频率,承运方
5343,LH                  ,LH723               ,380,,,,,,,,,,,,,,,1,,
5344,LH                  ,LH8332              ,77F                 ,,,,,,,,,,,,,,,1,,
5345,LH                  ,LH8396              ,77F                 ,,,,,,,,,,,,,,,1,,
5346,LH                  ,LH8397              ,77F                 ,,,,,,,,,,,,,,,1,,
5347,LH                  ,LH8430              ,77F                 ,,,,,,,,,,,,,,,1,,
5348,LH                  ,LH8431              ,77F                 ,,,,,,,,,,,,,,,1,,
5349,LH                  ,LH9925              ,380,,,,,,,,,,,,,,,1,,
5350,LO                  ,LO91                ,788,,,,,,,,,,,,,,,1,,
5351,LO                  ,LO91                ,789,,,,,,,,,,,,,,,1,,
5352,LO                  ,LO92                ,788,,,,,,,,,,,,,,,1,,
5353,LO                  ,LO92                ,789,,,,,,,,,,,,,,,1,,
5354,LX                  ,LX196               ,333,,,,,,,,,,,,,,,1,,
5355,LX                  ,LX197               ,333,,,,,,,,,,,,,,,1,,
5356,LY                  ,LY095               ,763,,,,,,,,,,,,,,,1,,
5357,LY                  ,LY095               ,772,,,,,,,,,,,,,,,1,,
5358,LY                  ,LY096               ,763,,,,,,,,,,,,,,,1,,
5359,LY                  ,LY096               ,772,,,,,,,,,,,,,,,1,,
5360,MF                  ,MF8001              ,738,,,,,,,,,,,,,,,1,,
5361,MF                  ,MF8002              ,738,,,,,,,,,,,,,,,1,,
5362,MF                  ,MF8101              ,738,,,,,,,,,,,,,,,1,,
5363,MF                  ,MF8101              ,788,,,,,,,,,,,,,,,1,,
5364,MF                  ,MF8101              ,789,,,,,,,,,,,,,,,1,,
5365,MF                  ,MF8102              ,788,,,,,,,,,,,,,,,1,,
5366,MF                  ,MF8102              ,789,,,,,,,,,,,,,,,1,,
5367,MF                  ,MF8103              ,738,,,,,,,,,,,,,,,1,,
5368,MF                  ,MF8103              ,73G                 ,,,,,,,,,,,,,,,1,,
5369,MF                  ,MF8104              ,738,,,,,,,,,,,,,,,1,,
5370,MF                  ,MF8104              ,73G                 ,,,,,,,,,,,,,,,1,,
5371,MF                  ,MF8105              ,738,,,,,,,,,,,,,,,1,,
5372,MF                  ,MF8105              ,752,,,,,,,,,,,,,,,1,,
5373,MF                  ,MF8105              ,788,,,,,,,,,,,,,,,1,,
5374,MF                  ,MF8105              ,789,,,,,,,,,,,,,,,1,,
5375,MF                  ,MF8106              ,738,,,,,,,,,,,,,,,1,,
5376,MF                  ,MF8106              ,752,,,,,,,,,,,,,,,1,,
5377,MF                  ,MF8106              ,788,,,,,,,,,,,,,,,1,,
5378,MF                  ,MF8106              ,789,,,,,,,,,,,,,,,1,,
5379,MF                  ,MF8107              ,738,,,,,,,,,,,,,,,1,,
5380,MF                  ,MF8107              ,752,,,,,,,,,,,,,,,1,,
5381,MF                  ,MF8107              ,788,,,,,,,,,,,,,,,1,,
5382,MF                  ,MF8107              ,789,,,,,,,,,,,,,,,1,,
5383,MF                  ,MF8108              ,738,,,,,,,,,,,,,,,1,,
5384,MF                  ,MF8108              ,752,,,,,,,,,,,,,,,1,,
5385,MF                  ,MF8108              ,788,,,,,,,,,,,,,,,1,,
5386,MF                  ,MF8108              ,789,,,,,,,,,,,,,,,1,,
5387,MF                  ,MF8113              ,738,,,,,,,,,,,,,,,1,,
5388,MF                  ,MF8114              ,738,,,,,,,,,,,,,,,1,,
5389,MF                  ,MF8115              ,738,,,,,,,,,,,,,,,1,,
5390,MF                  ,MF8115              ,752,,,,,,,,,,,,,,,1,,
5391,MF                  ,MF8115              ,788,,,,,,,,,,,,,,,1,,
5392,MF                  ,MF8115              ,789,,,,,,,,,,,,,,,1,,
5393,MF                  ,MF8116              ,738,,,,,,,,,,,,,,,1,,
5394,MF                  ,MF8116              ,752,,,,,,,,,,,,,,,1,,
5395,MF                  ,MF8116              ,788,,,,,,,,,,,,,,,1,,
5396,MF                  ,MF8116              ,789,,,,,,,,,,,,,,,1,,
5397,MF                  ,MF8117              ,738,,,,,,,,,,,,,,,1,,
5398,MF                  ,MF8117              ,752,,,,,,,,,,,,,,,1,,
5399,MF                  ,MF8117              ,788,,,,,,,,,,,,,,,1,,
5400,MF                  ,MF8117              ,789,,,,,,,,,,,,,,,1,,
5401,MF                  ,MF8118              ,738,,,,,,,,,,,,,,,1,,
5402,MF                  ,MF8118              ,752,,,,,,,,,,,,,,,1,,
5403,MF                  ,MF8118              ,788,,,,,,,,,,,,,,,1,,
5404,MF                  ,MF8118              ,789,,,,,,,,,,,,,,,1,,
5405,MF                  ,MF8119              ,738,,,,,,,,,,,,,,,1,,
5406,MF                  ,MF8119              ,752,,,,,,,,,,,,,,,1,,
5407,MF                  ,MF8119              ,788,,,,,,,,,,,,,,,1,,
5408,MF                  ,MF8119              ,789,,,,,,,,,,,,,,,1,,
5409,MF                  ,MF8120              ,738,,,,,,,,,,,,,,,1,,
5410,MF                  ,MF8120              ,752,,,,,,,,,,,,,,,1,,
5411,MF                  ,MF8120              ,788,,,,,,,,,,,,,,,1,,
5412,MF                  ,MF8120              ,789,,,,,,,,,,,,,,,1,,
5413,MF                  ,MF8121              ,738,,,,,,,,,,,,,,,1,,
5414,MF                  ,MF8121              ,73G                 ,,,,,,,,,,,,,,,1,,
5415,MF                  ,MF8121A             ,738,,,,,,,,,,,,,,,1,,
5416,MF                  ,MF8122              ,738,,,,,,,,,,,,,,,1,,
5417,MF                  ,MF8122              ,73G                 ,,,,,,,,,,,,,,,1,,
5418,MF                  ,MF8131              ,738,,,,,,,,,,,,,,,1,,
5419,MF                  ,MF8131A             ,738,,,,,,,,,,,,,,,1,,
5420,MF                  ,MF8132              ,738,,,,,,,,,,,,,,,1,,
5421,MF                  ,MF8141              ,788,,,,,,,,,,,,,,,1,,
5422,MF                  ,MF8141              ,789,,,,,,,,,,,,,,,1,,
5423,MF                  ,MF8142              ,788,,,,,,,,,,,,,,,1,,
5424,MF                  ,MF8142              ,789,,,,,,,,,,,,,,,1,,
5425,MF                  ,MF8147              ,738,,,,,,,,,,,,,,,1,,
5426,MF                  ,MF8148              ,738,,,,,,,,,,,,,,,1,,
5427,MF                  ,MF8149              ,788,,,,,,,,,,,,,,,1,,
5428,MF                  ,MF8149              ,789,,,,,,,,,,,,,,,1,,
5429,MF                  ,MF8150              ,788,,,,,,,,,,,,,,,1,,
5430,MF                  ,MF8150              ,789,,,,,,,,,,,,,,,1,,
5431,MF                  ,MF8159              ,738,,,,,,,,,,,,,,,1,,
5432,MF                  ,MF8160              ,738,,,,,,,,,,,,,,,1,,
5433,MF                  ,MF8160              ,73G                 ,,,,,,,,,,,,,,,1,,
5434,MF                  ,MF8165              ,738,,,,,,,,,,,,,,,1,,
5435,MF                  ,MF8165              ,752,,,,,,,,,,,,,,,1,,
5436,MF                  ,MF8165              ,788,,,,,,,,,,,,,,,1,,
5437,MF                  ,MF8166              ,738,,,,,,,,,,,,,,,1,,
5438,MF                  ,MF8166              ,752,,,,,,,,,,,,,,,1,,
5439,MF                  ,MF8166              ,788,,,,,,,,,,,,,,,1,,
5440,MF                  ,MF8167              ,738,,,,,,,,,,,,,,,1,,
5441,MF                  ,MF8167              ,788,,,,,,,,,,,,,,,1,,
5442,MF                  ,MF8168              ,738,,,,,,,,,,,,,,,1,,
5443,MF                  ,MF8168              ,788,,,,,,,,,,,,,,,1,,
5444,MF                  ,MF8169              ,738,,,,,,,,,,,,,,,1,,
5445,MF                  ,MF8169              ,752,,,,,,,,,,,,,,,1,,
5446,MF                  ,MF8169              ,788,,,,,,,,,,,,,,,1,,
5447,MF                  ,MF8169              ,789,,,,,,,,,,,,,,,1,,
5448,MF                  ,MF816Z              ,738,,,,,,,,,,,,,,,1,,
5449,MF                  ,MF8170              ,738,,,,,,,,,,,,,,,1,,
5450,MF                  ,MF8170              ,752,,,,,,,,,,,,,,,1,,
5451,MF                  ,MF8170              ,788,,,,,,,,,,,,,,,1,,
5452,MF                  ,MF8170              ,789,,,,,,,,,,,,,,,1,,
5453,MF                  ,MF8171              ,738,,,,,,,,,,,,,,,1,,
5454,MF                  ,MF8171              ,73G                 ,,,,,,,,,,,,,,,1,,
5455,MF                  ,MF8171              ,752,,,,,,,,,,,,,,,1,,
5456,MF                  ,MF8171              ,788,,,,,,,,,,,,,,,1,,
5457,MF                  ,MF8171              ,789,,,,,,,,,,,,,,,1,,
5458,MF                  ,MF8172              ,738,,,,,,,,,,,,,,,1,,
5459,MF                  ,MF8172              ,73G                 ,,,,,,,,,,,,,,,1,,
5460,MF                  ,MF8172              ,752,,,,,,,,,,,,,,,1,,
5461,MF                  ,MF8172              ,788,,,,,,,,,,,,,,,1,,
5462,MF                  ,MF8172              ,789,,,,,,,,,,,,,,,1,,
5463,MF                  ,MF8191              ,738,,,,,,,,,,,,,,,1,,
5464,MF                  ,MF8192              ,738,,,,,,,,,,,,,,,1,,
5465,MF                  ,MF8393              ,738,,,,,,,,,,,,,,,1,,
5466,MF                  ,MF8393              ,73G                 ,,,,,,,,,,,,,,,1,,
5467,MF                  ,MF8394              ,738,,,,,,,,,,,,,,,1,,
5468,MF                  ,MF8394              ,73G                 ,,,,,,,,,,,,,,,1,,
5469,MF                  ,MF8395              ,738,,,,,,,,,,,,,,,1,,
5470,MF                  ,MF8396              ,738,,,,,,,,,,,,,,,1,,
5471,MF                  ,MF8663              ,738,,,,,,,,,,,,,,,1,,
5472,MF                  ,MF8664              ,738,,,,,,,,,,,,,,,1,,
5473,MH                  ,MH360               ,333,,,,,,,,,,,,,,,1,,
5474,MH                  ,MH361               ,333,,,,,,,,,,,,,,,1,,
5475,MS                  ,MS955               ,332,,,,,,,,,,,,,,,1,,
5476,MS                  ,MS955               ,773,,,,,,,,,,,,,,,1,,
5477,MS                  ,MS956               ,332,,,,,,,,,,,,,,,1,,
5478,MS                  ,MS956               ,773,,,,,,,,,,,,,,,1,,
5479,MU                  ,MU2035              ,333,,,,,,,,,,,,,,,1,,
5480,MU                  ,MU2035              ,738,,,,,,,,,,,,,,,1,,
5481,MU                  ,MU2036              ,333,,,,,,,,,,,,,,,1,,
5482,MU                  ,MU2036              ,738,,,,,,,,,,,,,,,1,,
5483,MU                  ,MU2036A             ,738,,,,,,,,,,,,,,,1,,
5484,MU                  ,MU2071              ,320,,,,,,,,,,,,,,,1,,
5485,MU                  ,MU2071              ,738,,,,,,,,,,,,,,,1,,
5486,MU                  ,MU2072              ,320,,,,,,,,,,,,,,,1,,
5487,MU                  ,MU2072              ,738,,,,,,,,,,,,,,,1,,
5488,MU                  ,MU2073              ,320,,,,,,,,,,,,,,,1,,
5489,MU                  ,MU2074              ,320,,,,,,,,,,,,,,,1,,
5490,MU                  ,MU2074A             ,320,,,,,,,,,,,,,,,1,,
5491,MU                  ,MU2101              ,320,,,,,,,,,,,,,,,1,,
5492,MU                  ,MU2101              ,321,,,,,,,,,,,,,,,1,,
5493,MU                  ,MU2102              ,321,,,,,,,,,,,,,,,1,,
5494,MU                  ,MU2103              ,319,,,,,,,,,,,,,,,1,,
5495,MU                  ,MU2103              ,320,,,,,,,,,,,,,,,1,,
5496,MU                  ,MU2103              ,321,,,,,,,,,,,,,,,1,,
5497,MU                  ,MU2103              ,332,,,,,,,,,,,,,,,1,,
5498,MU                  ,MU2103              ,333,,,,,,,,,,,,,,,1,,
5499,MU                  ,MU2104              ,320,,,,,,,,,,,,,,,1,,
5500,MU                  ,MU2104              ,321,,,,,,,,,,,,,,,1,,
5501,MU                  ,MU2104              ,332,,,,,,,,,,,,,,,1,,
5502,MU                  ,MU2105              ,320,,,,,,,,,,,,,,,1,,
5503,MU                  ,MU2105              ,321,,,,,,,,,,,,,,,1,,
5504,MU                  ,MU2105              ,332,,,,,,,,,,,,,,,1,,
5505,MU                  ,MU2106              ,320,,,,,,,,,,,,,,,1,,
5506,MU                  ,MU2106              ,321,,,,,,,,,,,,,,,1,,
5507,MU                  ,MU2107              ,320,,,,,,,,,,,,,,,1,,
5508,MU                  ,MU2107              ,321,,,,,,,,,,,,,,,1,,
5509,MU                  ,MU2107              ,332,,,,,,,,,,,,,,,1,,
5510,MU                  ,MU2108              ,319,,,,,,,,,,,,,,,1,,
5511,MU                  ,MU2108              ,320,,,,,,,,,,,,,,,1,,
5512,MU                  ,MU2108              ,321,,,,,,,,,,,,,,,1,,
5513,MU                  ,MU2108              ,332,,,,,,,,,,,,,,,1,,
5514,MU                  ,MU2108              ,333,,,,,,,,,,,,,,,1,,
5515,MU                  ,MU2109              ,320,,,,,,,,,,,,,,,1,,
5516,MU                  ,MU2109              ,321,,,,,,,,,,,,,,,1,,
5517,MU                  ,MU2110              ,320,,,,,,,,,,,,,,,1,,
5518,MU                  ,MU2111              ,319,,,,,,,,,,,,,,,1,,
5519,MU                  ,MU2111              ,320,,,,,,,,,,,,,,,1,,
5520,MU                  ,MU2111              ,321,,,,,,,,,,,,,,,1,,
5521,MU                  ,MU2112              ,320,,,,,,,,,,,,,,,1,,
5522,MU                  ,MU2112              ,321,,,,,,,,,,,,,,,1,,
5523,MU                  ,MU2113              ,320,,,,,,,,,,,,,,,1,,
5524,MU                  ,MU2114              ,320,,,,,,,,,,,,,,,1,,
5525,MU                  ,MU2114              ,321,,,,,,,,,,,,,,,1,,
5526,MU                  ,MU2115              ,320,,,,,,,,,,,,,,,1,,
5527,MU                  ,MU2115              ,321,,,,,,,,,,,,,,,1,,
5528,MU                  ,MU2116              ,20N                 ,,,,,,,,,,,,,,,1,,
5529,MU                  ,MU2116              ,321,,,,,,,,,,,,,,,1,,
5530,MU                  ,MU2117              ,320,,,,,,,,,,,,,,,1,,
5531,MU                  ,MU2117              ,321,,,,,,,,,,,,,,,1,,
5532,MU                  ,MU2118              ,319,,,,,,,,,,,,,,,1,,
5533,MU                  ,MU2118              ,320,,,,,,,,,,,,,,,1,,
5534,MU                  ,MU2118              ,321,,,,,,,,,,,,,,,1,,
5535,MU                  ,MU2119              ,20N                 ,,,,,,,,,,,,,,,1,,
5536,MU                  ,MU2119              ,321,,,,,,,,,,,,,,,1,,
5537,MU                  ,MU2120              ,320,,,,,,,,,,,,,,,1,,
5538,MU                  ,MU2120              ,321,,,,,,,,,,,,,,,1,,
5539,MU                  ,MU2120F             ,321,,,,,,,,,,,,,,,1,,
5540,MU                  ,MU2121              ,320,,,,,,,,,,,,,,,1,,
5541,MU                  ,MU2121              ,321,,,,,,,,,,,,,,,1,,
5542,MU                  ,MU2122              ,320,,,,,,,,,,,,,,,1,,
5543,MU                  ,MU2122              ,321,,,,,,,,,,,,,,,1,,
5544,MU                  ,MU2123              ,320,,,,,,,,,,,,,,,1,,
5545,MU                  ,MU2123              ,321,,,,,,,,,,,,,,,1,,
5546,MU                  ,MU2124              ,320,,,,,,,,,,,,,,,1,,
5547,MU                  ,MU2124              ,321,,,,,,,,,,,,,,,1,,
5548,MU                  ,MU2129              ,738,,,,,,,,,,,,,,,1,,
5549,MU                  ,MU212V              ,321,,,,,,,,,,,,,,,1,,
5550,MU                  ,MU2130              ,321,,,,,,,,,,,,,,,1,,
5551,MU                  ,MU2130              ,738,,,,,,,,,,,,,,,1,,
5552,MU                  ,MU2203              ,738,,,,,,,,,,,,,,,1,,
5553,MU                  ,MU2203              ,73G                 ,,,,,,,,,,,,,,,1,,
5554,MU                  ,MU2203F             ,73G                 ,,,,,,,,,,,,,,,1,,
5555,MU                  ,MU2204              ,738,,,,,,,,,,,,,,,1,,
5556,MU                  ,MU2204              ,73G                 ,,,,,,,,,,,,,,,1,,
5557,MU                  ,MU220V              ,738,,,,,,,,,,,,,,,1,,
5558,MU                  ,MU220W              ,738,,,,,,,,,,,,,,,1,,
5559,MU                  ,MU2217              ,738,,,,,,,,,,,,,,,1,,
5560,MU                  ,MU2218              ,738,,,,,,,,,,,,,,,1,,
5561,MU                  ,MU2255              ,738,,,,,,,,,,,,,,,1,,
5562,MU                  ,MU2256              ,738,,,,,,,,,,,,,,,1,,
5563,MU                  ,MU2311              ,320,,,,,,,,,,,,,,,1,,
5564,MU                  ,MU2311              ,738,,,,,,,,,,,,,,,1,,
5565,MU                  ,MU2312              ,320,,,,,,,,,,,,,,,1,,
5566,MU                  ,MU2312              ,738,,,,,,,,,,,,,,,1,,
5567,MU                  ,MU2371              ,738,,,,,,,,,,,,,,,1,,
5568,MU                  ,MU2372              ,738,,,,,,,,,,,,,,,1,,
5569,MU                  ,MU2411              ,320,,,,,,,,,,,,,,,1,,
5570,MU                  ,MU2412              ,320,,,,,,,,,,,,,,,1,,
5571,MU                  ,MU2415              ,320,,,,,,,,,,,,,,,1,,
5572,MU                  ,MU2416              ,320,,,,,,,,,,,,,,,1,,
5573,MU                  ,MU2417              ,320,,,,,,,,,,,,,,,1,,
5574,MU                  ,MU2418              ,320,,,,,,,,,,,,,,,1,,
5575,MU                  ,MU2427              ,320,,,,,,,,,,,,,,,1,,
5576,MU                  ,MU2428              ,320,,,,,,,,,,,,,,,1,,
5577,MU                  ,MU2443              ,319,,,,,,,,,,,,,,,1,,
5578,MU                  ,MU2443              ,320,,,,,,,,,,,,,,,1,,
5579,MU                  ,MU2444              ,319,,,,,,,,,,,,,,,1,,
5580,MU                  ,MU2444              ,320,,,,,,,,,,,,,,,1,,
5581,MU                  ,MU2451              ,333,,,,,,,,,,,,,,,1,,
5582,MU                  ,MU2451              ,738,,,,,,,,,,,,,,,1,,
5583,MU                  ,MU2452              ,738,,,,,,,,,,,,,,,1,,
5584,MU                  ,MU2453              ,738,,,,,,,,,,,,,,,1,,
5585,MU                  ,MU2454              ,333,,,,,,,,,,,,,,,1,,
5586,MU                  ,MU2454              ,738,,,,,,,,,,,,,,,1,,
5587,MU                  ,MU2455              ,738,,,,,,,,,,,,,,,1,,
5588,MU                  ,MU2456              ,333,,,,,,,,,,,,,,,1,,
5589,MU                  ,MU2456              ,738,,,,,,,,,,,,,,,1,,
5590,MU                  ,MU2459              ,333,,,,,,,,,,,,,,,1,,
5591,MU                  ,MU2459              ,738,,,,,,,,,,,,,,,1,,
5592,MU                  ,MU2460              ,738,,,,,,,,,,,,,,,1,,
5593,MU                  ,MU2467              ,320,,,,,,,,,,,,,,,1,,
5594,MU                  ,MU2468              ,320,,,,,,,,,,,,,,,1,,
5595,MU                  ,MU2569              ,738,,,,,,,,,,,,,,,1,,
5596,MU                  ,MU2570              ,738,,,,,,,,,,,,,,,1,,
5597,MU                  ,MU2570A             ,738,,,,,,,,,,,,,,,1,,
5598,MU                  ,MU2573              ,738,,,,,,,,,,,,,,,1,,
5599,MU                  ,MU2574              ,738,,,,,,,,,,,,,,,1,,
5600,MU                  ,MU2587              ,738,,,,,,,,,,,,,,,1,,
5601,MU                  ,MU2588              ,738,,,,,,,,,,,,,,,1,,
5602,MU                  ,MU2601              ,321,,,,,,,,,,,,,,,1,,
5603,MU                  ,MU2601              ,738,,,,,,,,,,,,,,,1,,
5604,MU                  ,MU2602              ,738,,,,,,,,,,,,,,,1,,
5605,MU                  ,MU271               ,321,,,,,,,,,,,,,,,1,,
5606,MU                  ,MU2717              ,738,,,,,,,,,,,,,,,1,,
5607,MU                  ,MU2718              ,738,,,,,,,,,,,,,,,1,,
5608,MU                  ,MU272               ,321,,,,,,,,,,,,,,,1,,
5609,MU                  ,MU2731              ,320,,,,,,,,,,,,,,,1,,
5610,MU                  ,MU2731              ,321,,,,,,,,,,,,,,,1,,
5611,MU                  ,MU2732              ,320,,,,,,,,,,,,,,,1,,
5612,MU                  ,MU2732              ,321,,,,,,,,,,,,,,,1,,
5613,MU                  ,MU2761              ,320,,,,,,,,,,,,,,,1,,
5614,MU                  ,MU2762              ,320,,,,,,,,,,,,,,,1,,
5615,MU                  ,MU277               ,321,,,,,,,,,,,,,,,1,,
5616,MU                  ,MU278               ,320,,,,,,,,,,,,,,,1,,
5617,MU                  ,MU278               ,321,,,,,,,,,,,,,,,1,,
5618,MU                  ,MU2801              ,320,,,,,,,,,,,,,,,1,,
5619,MU                  ,MU2802              ,320,,,,,,,,,,,,,,,1,,
5620,MU                  ,MU2811              ,20N                 ,,,,,,,,,,,,,,,1,,
5621,MU                  ,MU2811              ,319,,,,,,,,,,,,,,,1,,
5622,MU                  ,MU2811              ,320,,,,,,,,,,,,,,,1,,
5623,MU                  ,MU2811              ,321,,,,,,,,,,,,,,,1,,
5624,MU                  ,MU2812              ,20N                 ,,,,,,,,,,,,,,,1,,
5625,MU                  ,MU2812              ,319,,,,,,,,,,,,,,,1,,
5626,MU                  ,MU2812              ,320,,,,,,,,,,,,,,,1,,
5627,MU                  ,MU2812              ,321,,,,,,,,,,,,,,,1,,
5628,MU                  ,MU2821              ,320,,,,,,,,,,,,,,,1,,
5629,MU                  ,MU2821              ,321,,,,,,,,,,,,,,,1,,
5630,MU                  ,MU2822              ,320,,,,,,,,,,,,,,,1,,
5631,MU                  ,MU2822              ,321,,,,,,,,,,,,,,,1,,
5632,MU                  ,MU2831              ,320,,,,,,,,,,,,,,,1,,
5633,MU                  ,MU2831              ,321,,,,,,,,,,,,,,,1,,
5634,MU                  ,MU2832              ,320,,,,,,,,,,,,,,,1,,
5635,MU                  ,MU2832              ,321,,,,,,,,,,,,,,,1,,
5636,MU                  ,MU2841              ,320,,,,,,,,,,,,,,,1,,
5637,MU                  ,MU2841              ,321,,,,,,,,,,,,,,,1,,
5638,MU                  ,MU2851              ,320,,,,,,,,,,,,,,,1,,
5639,MU                  ,MU2852              ,320,,,,,,,,,,,,,,,1,,
5640,MU                  ,MU2852              ,321,,,,,,,,,,,,,,,1,,
5641,MU                  ,MU2861              ,320,,,,,,,,,,,,,,,1,,
5642,MU                  ,MU2862              ,320,,,,,,,,,,,,,,,1,,
5643,MU                  ,MU2865              ,20N                 ,,,,,,,,,,,,,,,1,,
5644,MU                  ,MU2865              ,320,,,,,,,,,,,,,,,1,,
5645,MU                  ,MU2866              ,20N                 ,,,,,,,,,,,,,,,1,,
5646,MU                  ,MU2866              ,320,,,,,,,,,,,,,,,1,,
5647,MU                  ,MU2943              ,320,,,,,,,,,,,,,,,1,,
5648,MU                  ,MU2944              ,320,,,,,,,,,,,,,,,1,,
5649,MU                  ,MU2949              ,320,,,,,,,,,,,,,,,1,,
5650,MU                  ,MU2949              ,321,,,,,,,,,,,,,,,1,,
5651,MU                  ,MU2950              ,320,,,,,,,,,,,,,,,1,,
5652,MU                  ,MU2950              ,321,,,,,,,,,,,,,,,1,,
5653,MU                  ,MU2973              ,320,,,,,,,,,,,,,,,1,,
5654,MU                  ,MU2974              ,320,,,,,,,,,,,,,,,1,,
5655,MU                  ,MU5013              ,321,,,,,,,,,,,,,,,1,,
5656,MU                  ,MU5014              ,321,,,,,,,,,,,,,,,1,,
5657,MU                  ,MU5101              ,333,,,,,,,,,,,,,,,1,,
5658,MU                  ,MU5101              ,773,,,,,,,,,,,,,,,1,,
5659,MU                  ,MU5102              ,320,,,,,,,,,,,,,,,1,,
5660,MU                  ,MU5102              ,333,,,,,,,,,,,,,,,1,,
5661,MU                  ,MU5103              ,321,,,,,,,,,,,,,,,1,,
5662,MU                  ,MU5103              ,333,,,,,,,,,,,,,,,1,,
5663,MU                  ,MU5103              ,773,,,,,,,,,,,,,,,1,,
5664,MU                  ,MU5104              ,332,,,,,,,,,,,,,,,1,,
5665,MU                  ,MU5104              ,333,,,,,,,,,,,,,,,1,,
5666,MU                  ,MU5105              ,321,,,,,,,,,,,,,,,1,,
5667,MU                  ,MU5105              ,333,,,,,,,,,,,,,,,1,,
5668,MU                  ,MU5105              ,738,,,,,,,,,,,,,,,1,,
5669,MU                  ,MU5105              ,773,,,,,,,,,,,,,,,1,,
5670,MU                  ,MU5106              ,333,,,,,,,,,,,,,,,1,,
5671,MU                  ,MU5107              ,321,,,,,,,,,,,,,,,1,,
5672,MU                  ,MU5107              ,332,,,,,,,,,,,,,,,1,,
5673,MU                  ,MU5107              ,333,,,,,,,,,,,,,,,1,,
5674,MU                  ,MU5107              ,773,,,,,,,,,,,,,,,1,,
5675,MU                  ,MU5108              ,321,,,,,,,,,,,,,,,1,,
5676,MU                  ,MU5108              ,332,,,,,,,,,,,,,,,1,,
5677,MU                  ,MU5108              ,333,,,,,,,,,,,,,,,1,,
5678,MU                  ,MU5108              ,773,,,,,,,,,,,,,,,1,,
5679,MU                  ,MU5109              ,333,,,,,,,,,,,,,,,1,,
5680,MU                  ,MU5110              ,321,,,,,,,,,,,,,,,1,,
5681,MU                  ,MU5110              ,333,,,,,,,,,,,,,,,1,,
5682,MU                  ,MU5110              ,773,,,,,,,,,,,,,,,1,,
5683,MU                  ,MU5111              ,321,,,,,,,,,,,,,,,1,,
5684,MU                  ,MU5111              ,332,,,,,,,,,,,,,,,1,,
5685,MU                  ,MU5111              ,333,,,,,,,,,,,,,,,1,,
5686,MU                  ,MU5112              ,321,,,,,,,,,,,,,,,1,,
5687,MU                  ,MU5112              ,333,,,,,,,,,,,,,,,1,,
5688,MU                  ,MU5112              ,773,,,,,,,,,,,,,,,1,,
5689,MU                  ,MU5113              ,333,,,,,,,,,,,,,,,1,,
5690,MU                  ,MU5114              ,321,,,,,,,,,,,,,,,1,,
5691,MU                  ,MU5114              ,333,,,,,,,,,,,,,,,1,,
5692,MU                  ,MU5114              ,738,,,,,,,,,,,,,,,1,,
5693,MU                  ,MU5114              ,773,,,,,,,,,,,,,,,1,,
5694,MU                  ,MU5115              ,321,,,,,,,,,,,,,,,1,,
5695,MU                  ,MU5115              ,333,,,,,,,,,,,,,,,1,,
5696,MU                  ,MU5115              ,773,,,,,,,,,,,,,,,1,,
5697,MU                  ,MU5116              ,321,,,,,,,,,,,,,,,1,,
5698,MU                  ,MU5116              ,333,,,,,,,,,,,,,,,1,,
5699,MU                  ,MU5117              ,321,,,,,,,,,,,,,,,1,,
5700,MU                  ,MU5117              ,333,,,,,,,,,,,,,,,1,,
5701,MU                  ,MU5117              ,773,,,,,,,,,,,,,,,1,,
5702,MU                  ,MU5118              ,333,,,,,,,,,,,,,,,1,,
5703,MU                  ,MU5118              ,773,,,,,,,,,,,,,,,1,,
5704,MU                  ,MU5119              ,321,,,,,,,,,,,,,,,1,,
5705,MU                  ,MU5119              ,332,,,,,,,,,,,,,,,1,,
5706,MU                  ,MU5119              ,333,,,,,,,,,,,,,,,1,,
5707,MU                  ,MU5119              ,773,,,,,,,,,,,,,,,1,,
5708,MU                  ,MU5120              ,321,,,,,,,,,,,,,,,1,,
5709,MU                  ,MU5120              ,333,,,,,,,,,,,,,,,1,,
5710,MU                  ,MU5121              ,321,,,,,,,,,,,,,,,1,,
5711,MU                  ,MU5121              ,333,,,,,,,,,,,,,,,1,,
5712,MU                  ,MU5121              ,773,,,,,,,,,,,,,,,1,,
5713,MU                  ,MU5122              ,333,,,,,,,,,,,,,,,1,,
5714,MU                  ,MU5123              ,333,,,,,,,,,,,,,,,1,,
5715,MU                  ,MU5124              ,321,,,,,,,,,,,,,,,1,,
5716,MU                  ,MU5124              ,333,,,,,,,,,,,,,,,1,,
5717,MU                  ,MU5124              ,773,,,,,,,,,,,,,,,1,,
5718,MU                  ,MU5125              ,333,,,,,,,,,,,,,,,1,,
5719,MU                  ,MU5125              ,773,,,,,,,,,,,,,,,1,,
5720,MU                  ,MU5126              ,321,,,,,,,,,,,,,,,1,,
5721,MU                  ,MU5126              ,333,,,,,,,,,,,,,,,1,,
5722,MU                  ,MU5126              ,773,,,,,,,,,,,,,,,1,,
5723,MU                  ,MU5128              ,321,,,,,,,,,,,,,,,1,,
5724,MU                  ,MU5128              ,332,,,,,,,,,,,,,,,1,,
5725,MU                  ,MU5128              ,333,,,,,,,,,,,,,,,1,,
5726,MU                  ,MU5128              ,773,,,,,,,,,,,,,,,1,,
